,Date,Action,Company,Target,Broker,Company Symbol,Price at Announcement,Updated Price
21950,"July 19, 2012",Buy,Axis Bank,1582, Dolat Capital,AXISBANK.NS,211.41000366210938,1057.0500183105469
21951,"July 19, 2012",Buy,Axis Bank,1485, Angel Broking,AXISBANK.NS,211.41000366210938,1057.0500183105469
21952,"July 19, 2012",Buy,Axis Bank,1350, PLilladher,AXISBANK.NS,211.41000366210938,1057.0500183105469
21953,"July 18, 2012",Hold,MindTree,673, KRChoksey,MINDTREE.NS,161.46200561523438,161.46200561523438
21954,"July 18, 2012",Hold,MindTree,682, SPA Research,MINDTREE.NS,161.46200561523438,161.46200561523438
21955,"July 18, 2012",Hold,South Indian Bank,25, Emkay,SOUTHBANK.NS,21.951400756835934,21.951400756835934
21956,"July 17, 2012",Accumulate,MindTree,708, Angel Broking,MINDTREE.NS,162.36300659179688,162.36300659179688
21957,"July 17, 2012",Accumulate,MindTree,700, Dolat Capital,MINDTREE.NS,162.36300659179688,162.36300659179688
21958,"July 17, 2012",Buy,Power Grid Corp,132, Nirmal Bang,POWERGRID.NS,112.25,112.25
21959,"July 17, 2012",Buy,Sintex Industries,79, Angel Broking,SINTEX.NS,10.763299942016602,10.763299942016602
21960,"July 17, 2012",Buy,MindTree,730, Emkay,MINDTREE.NS,162.36300659179688,162.36300659179688
21962,"July 17, 2012",Hold,HDFC Bank,610, Emkay,HDFCBANK.NS,291.625,583.25
21963,"July 17, 2012",Hold,TCS,1160, Emkay,TCS.NS,592.9500122070312,1185.9000244140625
21965,"July 17, 2012",Buy,ONGC,323, Motilal Oswal,ONGC.NS,189.2669982910156,283.9004974365234
21967,"July 17, 2012",Accumulate,TCS,1304, Angel Broking,TCS.NS,592.9500122070312,1185.9000244140625
21969,"July 16, 2012",Accumulate,HDFC Bank,636, Aditya Birla Money,HDFCBANK.NS,291.32501220703125,582.6500244140625
21970,"July 16, 2012",Buy,Kajaria Ceramics,225, Emkay,KAJARIACER.NS,88.42500305175781,88.42500305175781
21971,"July 16, 2012",Accumulate,Hindustan Zinc,134, PLilladher,HINDZINC.NS,118.75,118.75
21972,"July 16, 2012",Accumulate,Thermax,553, PLilladher,THERMAX.NS,492.6000061035156,492.6000061035156
21973,"July 16, 2012",Reduce,HDFC Bank,582, KRChoksey,HDFCBANK.NS,291.32501220703125,582.6500244140625
21974,"July 16, 2012",Reduce,HDFC Bank,582, KRChoksey,HDFCBANK.NS,291.32501220703125,582.6500244140625
21980,"July 13, 2012",Buy,Infosys,2770, Dolat Capital,INFY.NS,278.72500610351557,2229.8000488281245
21981,"July 13, 2012",Accumulate,TCS,1465, Dolat Capital,TCS.NS,624.7000122070312,1249.4000244140625
21982,"July 13, 2012",Accumulate,Infosys,2630, Emkay,INFY.NS,278.72500610351557,2229.8000488281245
21984,"July 13, 2012",Buy,PFC,216, Maximus Securities,PFC.NS,92.5500030517578,92.5500030517578
21985,"July 13, 2012",Accumulate,IndusInd Bank,371, SKP Securities,INDUSINDBK.NS,337.04998779296875,337.04998779296875
21991,"July 12, 2012",Hold,NMDC,206, Nirmal Bang,NMDC.NS,187.6999969482422,187.6999969482422
21992,"July 12, 2012",Reduce,Reliance Comm,67, Emkay,RCOM.NS,68.90000152587889,68.90000152587889
21994,"July 12, 2012",Buy,MBL Infra,266, BP Equities,MBLINFRA.NS,86.5250015258789,86.5250015258789
21995,"July 12, 2012",Buy,IndusInd Bank,415, Motilal Oswal,INDUSINDBK.NS,340.1000061035156,340.1000061035156
21996,"July 11, 2012",Buy,Apollo Tyres,87, IIFL,APOLLOTYRE.NS,81.8499984741211,81.8499984741211
21997,"July 11, 2012",Sell,MphasiS,365, Motilal Oswal,MPHASIS.NS,382.8999938964844,382.8999938964844
21998,"July 11, 2012",Accumulate,Amara Raja Batt,350, PLilladher,AMARAJABAT.NS,155.5500030517578,155.5500030517578
21999,"July 11, 2012",Buy,Oil India,565, Motilal Oswal,OIL.NS,236.875,473.75
22000,"July 11, 2012",Buy,Axis Bank,1120, Nirmal Bang,AXISBANK.NS,213.33999633789062,1066.6999816894531
22003,"July 10, 2012",Buy,Apollo Tyres,92, Microsec,APOLLOTYRE.NS,83.4000015258789,83.4000015258789
22005,"July 09, 2012",Buy,Lupin,600, Emkay,LUPIN.NS,545.7000122070311,545.7000122070311
22006,"July 09, 2012",Buy,Axis Bank,1172, Firstcall Research,AXISBANK.NS,207.1699981689453,1035.8499908447266
22007,"July 09, 2012",Buy,Hindustan Zinc,144, A C Choksi,HINDZINC.NS,118.9000015258789,118.9000015258789
22010,"July 06, 2012",Buy,Hindustan Zinc,147, Emkay,HINDZINC.NS,124.5,124.5
22011,"July 06, 2012",Buy,Petronet LNG,176, PLilladher,PETRONET.NS,73.07499694824219,146.14999389648438
22012,"July 06, 2012",Buy,Hindustan Zinc,147, Emkay,HINDZINC.NS,124.5,124.5
22013,"July 06, 2012",Buy,Petronet LNG,176, PLilladher,PETRONET.NS,73.07499694824219,146.14999389648438
22014,"July 06, 2012",Buy,Canara Bank,442, IIFL,CANBK.NS,414.156005859375,414.156005859375
22015,"July 06, 2012",Buy,ITC,280, Firstcall Research,ITC.NS,168.5,252.75
22016,"July 05, 2012",Buy,Hindustan Zinc,151, Nirmal Bang,HINDZINC.NS,125.0500030517578,125.0500030517578
22018,"July 05, 2012",Accumulate,Persistent Systems,450, Way2Wealth,PERSISTENT.NS,197.625,197.625
22019,"July 05, 2012",Buy,Graphite India,102, Firstcall Research,GRAPHITE.NS,91.0500030517578,91.0500030517578
22020,"July 05, 2012",Buy,Power Grid Corp,133, PLilladher,POWERGRID.NS,114.3000030517578,114.3000030517578
22021,"July 05, 2012",Buy,Lupin,633, Nirmal Bang,LUPIN.NS,540.4000244140625,540.4000244140625
22022,"July 05, 2012",Buy,Oberoi Realty,298, Nirmal Bang,OBEROIRLTY.NS,243.8000030517578,243.8000030517578
22023,"July 04, 2012",Buy,Alkyl Amines,111, Firstcall Research,ALKYLAMINE.NS,52.4000015258789,104.8000030517578
22025,"July 03, 2012",Buy,Petronet LNG,190, KRChoksey,PETRONET.NS,73.1500015258789,146.3000030517578
22026,"July 03, 2012",Buy,Jain Irrigation,125, KRChoksey,JISLJALEQS.NS,85.6500015258789,85.6500015258789
22027,"July 03, 2012",Sell,SAIL,81, Nirmal Bang,SAIL.NS,92.5999984741211,92.5999984741211
22028,"July 03, 2012",Buy,Redington,87, Firstcall Research,REDINGTON.NS,76.0999984741211,76.0999984741211
22030,"July 03, 2012",Buy,Bharti Airtel,370, Motilal Oswal,BHARTIARTL.NS,292.62298583984375,292.62298583984375
22031,"July 03, 2012",Buy,Zee Entertain,170, Nirmal Bang,ZEEL.NS,148.39999389648438,148.39999389648438
22032,"July 02, 2012",Buy,LIC Housing Fin,329, Eastern Financiers,LICHSGFIN.NS,268.75,268.75
22034,"July 02, 2012",Hold,BHEL,243, Sushil Finance,BHEL.NS,156.73300170898438,235.09950256347656
22037,"June 29, 2012",Sell,Hindalco Industries,107, Nirmal Bang,HINDALCO.NS,119.9000015258789,119.9000015258789
22038,"June 29, 2012",Buy,Yes Bank,407, BP Equities,YESBANK.NS,67.87999725341797,339.39998626708984
22039,"June 29, 2012",Buy,Hindalco Industries,151, Emkay,HINDALCO.NS,119.9000015258789,119.9000015258789
22040,"June 29, 2012",Buy,Century Textiles,315, IIFL,CENTURYTEX.NS,309.6000061035156,309.6000061035156
22042,"June 28, 2012",Buy,Unity Infraprojects,61, BP Equities,UNITY.NS,44.25,44.25
22043,"June 28, 2012",Buy,JSW Steel,690, IIFL,JSWSTEEL.NS,66.92500305175781,669.2500305175781
22044,"June 27, 2012",Buy,Petronet LNG,194, Emkay,PETRONET.NS,70.75,141.5
22047,"June 27, 2012",Buy,JMT Auto,70, Firstcall Research,JMTAUTOLTD.NS,1.655709981918335,57.949849367141724
22048,"June 27, 2012",Buy,MOIL,291, IIFL,MOIL.NS,141.8000030517578,283.6000061035156
22049,"June 26, 2012",Accumulate,Reliance Industries,800, KRChoksey,RELIANCE.NS,361.75,361.75
22050,"June 26, 2012",Buy,Hindustan Zinc,151, Nirmal Bang,HINDZINC.NS,117.0999984741211,117.0999984741211
22051,"June 25, 2012",Buy,Indian Hotels,81, Microsec,INDHOTEL.NS,55.02949905395508,55.02949905395508
22052,"June 25, 2012",Buy,MindTree,700, PLilladher,MINDTREE.NS,152.60000610351562,152.60000610351562
22053,"June 25, 2012",Buy,Tata Motors,279, Firstcall Research,TATAMTRDVR.NS,140.19999694824222,140.19999694824222
22060,"June 21, 2012",Buy,Tree House Education,225, AnandRathi,TREEHOUSE.NS,202.6499938964844,202.6499938964844
22061,"June 21, 2012",Buy,Tree House Education,225, AnandRathi,TREEHOUSE.NS,202.6499938964844,202.6499938964844
22062,"June 21, 2012",Buy,Sanghvi Movers,117, Firstcall Research,SANGHVIMOV.NS,106.0,106.0
22063,"June 21, 2012",Buy,ITD Cementation,300, Sunidhi Securities,ITDCEM.NS,22.114999771118164,221.14999771118164
22064,"June 20, 2012",Buy,Bank of India,376, Magnum,UNIONBANK.NS,204.5500030517578,204.5500030517578
22065,"June 20, 2012",Buy,Karur Vysya Bank,460, Magnum,KARURVYSYA.NS,71.44139862060547,71.44139862060547
22066,"June 20, 2012",Buy,Infosys,2940, PLilladher,INFY.NS,308.76300048828125,2470.10400390625
22067,"June 20, 2012",Buy,HDFC Bank,606, Firstcall Research,HDFCBANK.NS,267.10000610351557,534.2000122070311
22071,"June 15, 2012",Accumulate,Coal India,369, Aditya Birla Money,COALINDIA.NS,339.70001220703125,339.70001220703125
22072,"June 15, 2012",Accumulate,Subros,36, Angel Broking,SUBROS.NS,31.75,31.75
22073,"June 14, 2012",Buy,PI Industries,593, Firstcall Research,PIIND.NS,106.56999969482422,532.8499984741211
22074,"June 14, 2012",Buy,Maruti Suzuki,1510, Angel Broking,MARUTI.NS,1080.0999755859377,1080.0999755859377
22075,"June 14, 2012",Buy,South Indian Bank,30, Aditya Birla Money,SOUTHBANK.NS,21.363000869750977,21.363000869750977
22077,"June 14, 2012",Buy,Wipro,490, Motilal Oswal,WIPRO.NS,147.88099670410156,394.3493245442708
22078,"June 14, 2012",Buy,Maruti Suzuki,1458, Motilal Oswal,MARUTI.NS,1080.0999755859377,1080.0999755859377
22081,"June 13, 2012",Hold,HDFC Bank,592, KRChoksey,HDFCBANK.NS,270.875,541.75
22082,"June 13, 2012",Accumulate,Wipro,465, Dolat Capital,WIPRO.NS,148.70599365234375,396.54931640625
22083,"June 13, 2012",Accumulate,Rallis India,140, PLilladher,RALLIS.NS,133.80000305175778,133.80000305175778
22084,"June 13, 2012",Accumulate,Wipro,460, PLilladher,WIPRO.NS,148.70599365234375,396.54931640625
22086,"June 13, 2012",Buy,Wendt,1958, Firstcall Research,WENDT.NS,1826.050048828125,1826.050048828125
22087,"June 13, 2012",Buy,Electrosteel Castings,22, Angel Broking,ELECTCAST.NS,17.399999618530273,17.399999618530273
22089,"June 13, 2012",Buy,Raymond,467, PLilladher,RAYMOND.NS,379.0,379.0
22092,"June 12, 2012",Hold,V-Guard Industries,250, Nirmal Bang,VGUARD.NS,15.771400451660154,15.771400451660154
22093,"June 12, 2012",Hold,Mcleod Russel,300, R K Global,MCLEODRUSS.NS,289.8500061035156,289.8500061035156
22095,"June 11, 2012",Accumulate,TCS,1270, PLilladher,TCS.NS,616.7750244140625,1233.550048828125
22096,"June 11, 2012",Accumulate,Nava Bharat Ventures,204, Emkay,NBVENTURES.NS,87.9000015258789,87.9000015258789
22097,"June 11, 2012",Accumulate,CRISIL,1240, Emkay,CRISIL.NS,1074.75,1074.75
22099,"June 11, 2012",Accumulate,Reliance Industries,800, KRChoksey,RELIANCE.NS,361.125,361.125
22100,"June 11, 2012",Accumulate,Voltas,115, Aditya Birla Money,VOLTAS.NS,108.25,108.25
22115,"June 08, 2012",Buy,ONGC,321, Angel Broking,ONGC.NS,172.33299255371094,258.4994888305664
22116,"June 08, 2012",Buy,Sadbhav Eng,182, Angel Broking,SADBHAV.NS,134.85000610351562,134.85000610351562
22117,"June 08, 2012",Buy,Repro India,300, K M Global,REPRO.NS,226.3000030517578,226.3000030517578
22119,"June 08, 2012",Buy,Indoco Remedies,82, Angel Broking,INDOCO.NS,57.29999923706055,57.29999923706055
22120,"June 08, 2012",Buy,Bank of Baroda,864, Magnum,BANKBARODA.NS,144.86000061035156,724.3000030517578
22121,"June 08, 2012",Buy,ONGC,300, FinQuest Securities,ONGC.NS,172.33299255371094,258.4994888305664
22122,"June 07, 2012",Hold,GMR Infra,22, Emkay,GMRINFRA.NS,21.33880043029785,21.33880043029785
22123,"June 07, 2012",Hold,ACC,1220, Emkay,ACC.NS,1154.5999755859375,1154.5999755859375
22124,"June 07, 2012",Accumulate,MphasiS,373, Angel Broking,MPHASIS.NS,350.1499938964844,350.1499938964844
22125,"June 07, 2012",Buy,Tata Motors,300, FinQuest Securities,TATAMTRDVR.NS,140.89999389648438,140.89999389648438
22126,"June 07, 2012",Buy,Hindalco Industries,125, IIFL,HINDALCO.NS,120.0,120.0
22128,"June 06, 2012",Buy,Phillips Carbon,170, SPA Research,PHILIPCARB.NS,18.799999237060547,93.99999618530273
22129,"June 06, 2012",Buy,Selan Exploration,312, Firstcall Research,SELAN.NS,272.0,272.0
22130,"June 06, 2012",Buy,AGC Networks,320, Sunidhi Securities,AGCNET.NS,106.4749984741211,212.9499969482422
22132,"June 06, 2012",Accumulate,MphasiS,387, KRChoksey,MPHASIS.NS,348.29998779296875,348.29998779296875
22134,"June 06, 2012",Hold,Simplex Infra,232, Aditya Birla Money,SIMPLEXINF.NS,211.8500061035156,211.8500061035156
22136,"June 06, 2012",Sell,BGR Energy,224, KRChoksey,BGRENERGY.NS,285.70001220703125,285.70001220703125
22137,"June 06, 2012",Buy,Coal India,370, A C Choksi,COALINDIA.NS,322.0,322.0
22140,"June 05, 2012",Accumulate,GSFC,530, Emkay,GSFC.NS,87.41000366210938,437.0500183105469
22141,"June 05, 2012",Buy,Greenply Industries,317, Angel Broking,GREENPLY.NS,8.422860145568848,8.422860145568848
22143,"June 05, 2012",Buy,SAIL,117, KRChoksey,SAIL.NS,92.8000030517578,92.8000030517578
22144,"June 05, 2012",Buy,Radico Khaitan,155, Nirmal Bang,RADICO.NS,122.4499969482422,122.4499969482422
22145,"June 05, 2012",Buy,ONGC,348, KRChoksey,ONGC.NS,169.16700744628906,253.7505111694336
22146,"June 05, 2012",Buy,Simplex Infra,290, SPA Research,SIMPLEXINF.NS,213.0,213.0
22147,"June 05, 2012",Buy,ONGC,310, SPA Research,ONGC.NS,169.16700744628906,253.7505111694336
22148,"June 05, 2012",Buy,PI Industries,605, Nirmal Bang,PIIND.NS,96.0,480.0
22149,"June 05, 2012",Buy,MindTree,820, Nirmal Bang,MINDTREE.NS,157.1750030517578,157.1750030517578
22151,"June 04, 2012",Accumulate,Sun TV Network,270, KRChoksey,SUNTV.NS,224.4499969482422,224.4499969482422
22152,"June 04, 2012",Buy,Oil India,610, SPA Research,OIL.NS,225.6499938964844,451.2999877929688
22153,"June 04, 2012",Buy,Gateway Distriparks,224, SPA Research,GDL.NS,137.25,137.25
22154,"June 04, 2012",Buy,Balrampur Chini,67, SPA Research,BALRAMCHIN.NS,49.70000076293945,49.70000076293945
22155,"June 04, 2012",Buy,Oil India,65, Motilal Oswal,OIL.NS,225.6499938964844,451.2999877929688
22156,"June 04, 2012",Buy,Bank of Maharashtra,56, Magnum,MAHABANK.NS,49.45000076293945,49.45000076293945
22157,"June 04, 2012",Buy,JBF Industries,169, Nirmal Bang,JBFIND.NS,114.25,114.25
22158,"June 04, 2012",Buy,Axis Bank,1400, PLilladher,AXISBANK.NS,197.6000061035156,988.0000305175779
22159,"June 04, 2012",Buy,Jyothy Labs,268, Angel Broking,JYOTHYLAB.NS,53.38750076293945,213.5500030517578
22160,"June 04, 2012",Buy,Bajaj Electricals,246, Angel Broking,BAJAJELEC.NS,170.36000061035156,170.36000061035156
22161,"June 04, 2012",Buy,Karur Vysya Bank,512, Dolat Capital,KARURVYSYA.NS,69.08679962158203,69.08679962158203
22162,"June 04, 2012",Buy,Wockhardt,950, FinQuest Securities,WOCKPHARMA.NS,823.0,823.0
22164,"June 04, 2012",Buy,BPCL,777, SPA Research,BPCL.NS,119.41699981689452,716.5019989013671
22165,"June 04, 2012",Buy,Sun Pharma,650, Emkay,SPARC.NS,73.5719985961914,147.1439971923828
22166,"June 01, 2012",Accumulate,Coal India,375, Dolat Capital,COALINDIA.NS,321.75,321.75
22167,"June 01, 2012",Accumulate,Vesuvius India,413, Angel Broking,VESUVIUS.NS,368.5499877929688,368.5499877929688
22168,"June 01, 2012",Reduce,SAIL,98, Dolat Capital,SAIL.NS,91.4000015258789,91.4000015258789
22169,"June 01, 2012",Sell,SAIL,81, Nirmal Bang,SAIL.NS,91.4000015258789,91.4000015258789
22170,"June 01, 2012",Reduce,Page Industries,3165, Dolat Capital,PAGEIND.NS,3035.949951171875,3035.949951171875
22171,"May 31, 2012",Buy,Ramky Infra,353, AnandRathi,RAMKY.NS,95.6999969482422,95.6999969482422
22172,"May 31, 2012",Accumulate,Indian Oil,320, Emkay,IOC.NS,63.9000015258789,63.9000015258789
22173,"May 31, 2012",Accumulate,Tata Motors,296, PLilladher,TATAMTRDVR.NS,135.94999694824222,135.94999694824222
22174,"May 31, 2012",Accumulate,NMDC,187, Angel Broking,NMDC.NS,166.3000030517578,166.3000030517578
22175,"May 31, 2012",Accumulate,Prestige Estate,120, PLilladher,PRESTIGE.NS,115.1999969482422,115.1999969482422
22177,"May 31, 2012",Accumulate,ITC,252, Angel Broking,ITC.NS,152.89999389648438,229.34999084472656
22178,"May 31, 2012",Accumulate,Voltas,127, PLilladher,VOLTAS.NS,100.1999969482422,100.1999969482422
22179,"May 30, 2012",Hold,NMDC,171, Nirmal Bang,NMDC.NS,164.39999389648438,164.39999389648438
22180,"May 30, 2012",Hold,BPCL,799, R K Global,BPCL.NS,115.1500015258789,690.9000091552734
22181,"May 30, 2012",Hold,ITC,247, R K Global,ITC.NS,154.60000610351562,231.90000915527344
22183,"May 30, 2012",Hold,Coal India,346, R K Global,COALINDIA.NS,319.6499938964844,319.6499938964844
22184,"May 30, 2012",Buy,Mcleod Russel,294, IIFL,MCLEODRUSS.NS,274.95001220703125,274.95001220703125
22186,"May 30, 2012",Buy,Lakshmi Machine,1992, Angel Broking,LAXMIMACH.NS,1539.1500244140625,1539.1500244140625
22188,"May 30, 2012",Buy,BPCL,782, Motilal Oswal,BPCL.NS,115.1500015258789,690.9000091552734
22189,"May 30, 2012",Buy,ITC,251, Motilal Oswal,ITC.NS,154.60000610351562,231.90000915527344
22190,"May 30, 2012",Buy,Pidilite Industries,186, Motilal Oswal,PIDILITIND.NS,162.5500030517578,162.5500030517578
22191,"May 30, 2012",Buy,Sun TV,320, Motilal Oswal,SUNTV.NS,243.9499969482422,243.9499969482422
22192,"May 30, 2012",Buy,Bank of Baroda,900, PLilladher,BANKBARODA.NS,137.85000610351562,689.2500305175781
22196,"May 30, 2012",Buy,Jagran Prakashan,111, KRChoksey,JAGRAN.NS,86.9000015258789,86.9000015258789
22197,"May 30, 2012",Accumulate,Bharat Forge,358, PLilladher,BHARATFORG.NS,157.72500610351562,315.45001220703125
22198,"May 30, 2012",Accumulate,Amara Raja Batt,340, PLilladher,AMARAJABAT.NS,151.0749969482422,151.0749969482422
22199,"May 29, 2012",Buy,Gujarat State Petronet,104, Emkay,GSPL.NS,64.55000305175781,64.55000305175781
22200,"May 29, 2012",Buy,Navin Fluorine,451, Firstcall Research,NAVINFLUOR.NS,86.2300033569336,431.15001678466797
22201,"May 29, 2012",Buy,MOIL,336, A C Choksi,MOIL.NS,137.60000610351562,275.20001220703125
22202,"May 29, 2012",Accumulate,BPCL,811, Emkay,BPCL.NS,116.8499984741211,701.0999908447266
22203,"May 29, 2012",Hold,ITC,232, KRChoksey,ITC.NS,153.93299865722656,230.89949798583984
22204,"May 29, 2012",Hold,TVS Motor,38, Nirmal Bang,TVSMOTOR.NS,35.09999847412109,35.09999847412109
22205,"May 29, 2012",Accumulate,BPCL,811, Emkay,BPCL.NS,116.8499984741211,701.0999908447266
22206,"May 29, 2012",Hold,ITC,232, KRChoksey,ITC.NS,153.93299865722656,230.89949798583984
22207,"May 29, 2012",Hold,TVS Motor,38, Nirmal Bang,TVSMOTOR.NS,35.09999847412109,35.09999847412109
22208,"May 29, 2012",Hold,MOIL,291, R K Global,MOIL.NS,137.60000610351562,275.20001220703125
22209,"May 29, 2012",Hold,Jagran Prakashan,94, Emkay,JAGRAN.NS,87.4000015258789,87.4000015258789
22210,"May 29, 2012",Hold,Tata Power,116, SPA Research,TATAPOWER.NS,89.9395980834961,89.9395980834961
22211,"May 29, 2012",Sell,MOIL,262, Dolat Capital,MOIL.NS,137.60000610351562,275.20001220703125
22212,"May 29, 2012",Buy,Reliance Infra,660, KRChoksey,RELINFRA.NS,472.70001220703125,472.70001220703125
22213,"May 29, 2012",Buy,ICICI Bank,1050, Prabhudas Lilladher,ICICIBANK.NS,152.49099731445312,838.7004852294922
22215,"May 29, 2012",Buy,ITC,266, Nirmal Bang,ITC.NS,153.93299865722656,230.89949798583984
22216,"May 29, 2012",Buy,HT Media,148, Angel Broking,HTMEDIA.NS,102.55799865722656,102.55799865722656
22217,"May 28, 2012",Buy,Power Finance Corp,200, Motilal Oswal,PFC.NS,75.4749984741211,75.4749984741211
22218,"May 28, 2012",Buy,Gujarat State Petronet,82, Nirmal Bang,GSPL.NS,63.9000015258789,63.9000015258789
22219,"May 28, 2012",Buy,BHEL,264, KRChoksey,BHEL.NS,144.73300170898438,217.09950256347656
22220,"May 28, 2012",Buy,Reliance Power,155, Emkay,RPOWER.NS,94.0500030517578,94.0500030517578
22221,"May 28, 2012",Hold,Bharti Airtel,300, Nirmal Bang,BHARTIARTL.NS,277.61099243164057,277.61099243164057
22222,"May 28, 2012",Buy,Petronet LNG,214, SPA Research,PETRONET.NS,65.69999694824219,131.39999389648438
22236,"May 25, 2012",Sell,JSW Steel,568, Aditya Birla Money,JSWSTEEL.NS,60.73500061035156,607.3500061035156
22238,"May 25, 2012",Buy,Natural Gas,-170, Way2Wealth,ONGC.NS,171.36700439453125,171.36700439453125
22241,"May 24, 2012",Hold,Manappuram Finance,25, Emkay,MANAPPURAM.NS,21.75,21.75
22242,"May 24, 2012",Accumulate,HT Media,128, KRChoksey,HTMEDIA.NS,104.66500091552734,104.66500091552734
22244,"May 23, 2012",Buy,eClerx Services,874, SPA Research,ECLERX.NS,514.2000122070311,685.6000162760415
22245,"May 23, 2012",Buy,City Union Bank,70, Dolat Capital,CUB.NS,34.330398559570305,41.53978225708007
22246,"May 23, 2012",Buy,Godrej Consumer,612, Firstcall Research,GODREJCP.NS,185.6999969482422,557.0999908447266
22253,"May 23, 2012",Buy,Siyaram Silk,392, Angel Broking,SIYSIL.NS,53.5099983215332,267.549991607666
22255,"May 22, 2012",Sell,State Bank of India,1900, Emkay,SBIN.NS,193.875,193.875
22257,"May 22, 2012",Sell,State Bank of India,1786, Nirmal Bang,SBIN.NS,193.875,193.875
22260,"May 22, 2012",Buy,South Indian Bank,27, A C Choksi,SOUTHBANK.NS,19.824100494384766,19.824100494384766
22264,"May 21, 2012",Hold,Patel Eng,89, KRChoksey,PATELENG.NS,65.38490295410156,65.38490295410156
